employee_id,transfer_date,from_agency_code,from_agency_name,to_agency_code,to_agency_name,job_grade_id,job_grade_name,employee_name,source_system,is_cross_agency,transfer_year,transfer_quarter,gold_ts
A041623,9/25/2024,G,Agency G,B,Agency B,1,Staff,Samuel Lau,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A042403,6/13/2024,F,Agency F,D,Agency D,2,Lead,Ivan Poh,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A042604,6/26/2024,F,Agency F,D,Agency D,2,Lead,Kai Ooi,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A044897,1/11/2023,A,Agency A,H,Agency H,1,Staff,Rajan Rajan,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A045797,7/27/2025,D,Agency D,G,Agency G,3,Assistant Director,Clara Kumar,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A046305,7/3/2024,C,Agency C,D,Agency D,1,Staff,Siti Ong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A047053,5/16/2022,D,Agency D,A,Agency A,1,Staff,Wendy Seah,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A047550,11/29/2023,D,Agency D,F,Agency F,1,Staff,Uma Ong,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A047782,9/25/2025,F,Agency F,G,Agency G,1,Staff,Lily Low,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A048103,11/14/2025,D,Agency D,C,Agency C,1,Staff,Sophia Seah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A048986,10/12/2023,C,Agency C,H,Agency H,1,Staff,Jing Jones,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A049561,5/4/2022,H,Agency H,G,Agency G,3,Assistant Director,Uma Yap,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A049763,5/30/2025,A,Agency A,H,Agency H,1,Staff,Ling Smith,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A050010,2/2/2023,B,Agency B,H,Agency H,1,Staff,Grace Loh,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A050802,2/10/2022,C,Agency C,A,Agency A,1,Staff,Rita Kwek,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A051854,12/22/2025,B,Agency B,C,Agency C,2,Lead,Xavier Garcia,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A051890,8/20/2024,A,Agency A,F,Agency F,2,Lead,Jun Koh,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A051938,8/17/2023,B,Agency B,G,Agency G,1,Staff,Karen Quek,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A052074,6/10/2025,C,Agency C,A,Agency A,1,Staff,Sunita Garcia,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A052564,11/26/2022,C,Agency C,H,Agency H,1,Staff,Gerald Tan,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A052732,5/24/2023,C,Agency C,G,Agency G,1,Staff,Siti Wilson,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A055764,11/26/2025,A,Agency A,C,Agency C,4,Deputy Director,Amirah Mohamed,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A056016,10/6/2025,F,Agency F,H,Agency H,1,Staff,Michael Kwong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A057989,3/24/2025,F,Agency F,H,Agency H,1,Staff,Ramesh Foo,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A058635,12/29/2024,A,Agency A,C,Agency C,1,Staff,George Liu,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A059974,2/21/2022,A,Agency A,D,Agency D,3,Assistant Director,Pooja Rajan,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A061790,12/16/2023,D,Agency D,H,Agency H,1,Staff,Omar Johnson,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A063802,1/3/2026,F,Agency F,B,Agency B,3,Assistant Director,Vincent Chee,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A065768,10/9/2024,C,Agency C,H,Agency H,1,Staff,Frank Zhang,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A066525,5/13/2024,A,Agency A,D,Agency D,3,Assistant Director,Winifred Ahmad,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A066960,5/19/2023,F,Agency F,A,Agency A,1,Staff,Helena Huang,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A068994,11/26/2025,B,Agency B,H,Agency H,1,Staff,Vishal Tay,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A069690,8/9/2025,F,Agency F,C,Agency C,3,Assistant Director,Deepa Leong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A070634,7/9/2022,A,Agency A,C,Agency C,1,Staff,Xena Kaur,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A071495,1/17/2023,B,Agency B,H,Agency H,2,Lead,Marcus Singh,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A071828,9/16/2023,D,Agency D,G,Agency G,2,Lead,Frank Soh,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A072210,10/31/2025,B,Agency B,G,Agency G,1,Staff,Karen Beh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A072555,12/25/2025,F,Agency F,B,Agency B,1,Staff,Mary Soh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073088,3/7/2024,A,Agency A,C,Agency C,2,Lead,Hui Yeo,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A073196,5/28/2024,A,Agency A,G,Agency G,1,Staff,Sophia Kaur,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A073637,12/1/2025,D,Agency D,A,Agency A,4,Deputy Director,Rohit Ismail,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A001531,1/15/2025,H,Agency H,F,Agency F,1,Staff,Rachel Yang,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A003035,9/19/2025,D,Agency D,C,Agency C,2,Lead,Yusuf Chong,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A005162,5/27/2025,B,Agency B,H,Agency H,1,Staff,Julia Khoo,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A005167,4/11/2024,G,Agency G,F,Agency F,1,Staff,Eugene Kwek,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A006958,8/13/2024,A,Agency A,D,Agency D,1,Staff,Yusuf Davis,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A007389,2/13/2023,B,Agency B,H,Agency H,1,Staff,Kevin Zhao,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A009207,12/1/2025,F,Agency F,H,Agency H,1,Staff,Zhen Ong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A009320,12/23/2025,A,Agency A,H,Agency H,1,Staff,Rohit Anderson,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A011568,10/25/2023,F,Agency F,C,Agency C,1,Staff,Peter Abdullah,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A013639,7/23/2024,F,Agency F,G,Agency G,1,Staff,Alice Rao,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A014649,5/26/2025,D,Agency D,B,Agency B,2,Lead,Marcus Poh,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A015052,10/2/2025,D,Agency D,F,Agency F,2,Lead,Olivia Phua,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A015178,3/9/2023,B,Agency B,D,Agency D,1,Staff,Clara Quek,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A016358,6/26/2024,F,Agency F,C,Agency C,2,Lead,Emily Chua,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A017097,7/17/2025,F,Agency F,D,Agency D,5,Director,Wei Yusof,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A017401,10/10/2025,B,Agency B,H,Agency H,1,Staff,Nina Lee,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A019687,11/16/2022,F,Agency F,D,Agency D,1,Staff,Ivan Yap,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A019947,9/26/2025,D,Agency D,B,Agency B,2,Lead,Ramesh Lim,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A020091,10/11/2025,D,Agency D,H,Agency H,1,Staff,Victor Kaur,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A023161,8/18/2024,C,Agency C,F,Agency F,5,Director,Pooja Mohamed,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A024060,12/10/2024,F,Agency F,B,Agency B,1,Staff,Omar Smith,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A031957,5/6/2024,A,Agency A,G,Agency G,1,Staff,Fang Ooi,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A034758,10/30/2025,A,Agency A,H,Agency H,1,Staff,Wei Seah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A035758,12/16/2025,D,Agency D,F,Agency F,1,Staff,Yusuf Yusof,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A042655,1/2/2026,B,Agency B,H,Agency H,2,Lead,Meena Wong,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A044517,7/4/2023,F,Agency F,H,Agency H,1,Staff,Clara Brown,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A044721,12/24/2023,C,Agency C,F,Agency F,3,Assistant Director,Sunita Foo,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A045695,5/23/2024,B,Agency B,H,Agency H,1,Staff,Rita Sharma,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A046512,4/14/2023,B,Agency B,C,Agency C,1,Staff,Ulric Reddy,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A047969,6/14/2023,B,Agency B,D,Agency D,1,Staff,Preethi Yeo,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A048912,12/26/2025,B,Agency B,A,Agency A,3,Assistant Director,Hua Reddy,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A050044,8/22/2024,F,Agency F,B,Agency B,1,Staff,Nathan Anderson,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A050696,11/16/2023,C,Agency C,G,Agency G,1,Staff,Clara Kumar,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A051041,10/27/2024,D,Agency D,F,Agency F,2,Lead,Winifred Koh,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A051524,3/24/2022,A,Agency A,F,Agency F,3,Assistant Director,Aaron Fong,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A052343,1/16/2022,B,Agency B,F,Agency F,1,Staff,Ying Seah,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A053312,6/13/2023,H,Agency H,G,Agency G,1,Staff,Vanessa Rao,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A054030,4/9/2022,B,Agency B,C,Agency C,2,Lead,Fiona Ng,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A055137,2/26/2025,B,Agency B,C,Agency C,1,Staff,Rizal Ng,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A055163,11/26/2025,D,Agency D,F,Agency F,1,Staff,Olivia Lin,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A055375,10/24/2025,A,Agency A,F,Agency F,2,Lead,Karen Mok,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A056640,12/10/2021,A,Agency A,H,Agency H,1,Staff,Oscar Ho,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A056644,10/18/2025,C,Agency C,A,Agency A,3,Assistant Director,Sunita Chong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A056869,11/13/2025,C,Agency C,A,Agency A,1,Staff,Rita Yusof,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A057083,9/6/2025,A,Agency A,H,Agency H,2,Lead,Ling Tan,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A058756,3/7/2025,A,Agency A,H,Agency H,2,Lead,Zachary Davis,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A059151,3/16/2023,D,Agency D,A,Agency A,1,Staff,Hui Ong,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A061669,8/4/2025,B,Agency B,F,Agency F,2,Lead,Arun Yusof,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A062169,6/21/2022,A,Agency A,H,Agency H,2,Lead,Ramesh Wu,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A062316,4/7/2024,A,Agency A,G,Agency G,1,Staff,Linda Ong,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A063361,7/22/2024,A,Agency A,G,Agency G,1,Staff,Diana Chee,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A064350,4/24/2025,A,Agency A,F,Agency F,1,Staff,Mei Yeo,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A064572,8/28/2025,C,Agency C,G,Agency G,1,Staff,Irene Beh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A064741,10/23/2025,B,Agency B,H,Agency H,1,Staff,Frank Pillai,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A065411,7/2/2024,H,Agency H,G,Agency G,3,Assistant Director,Vincent Kumar,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A065843,4/4/2024,B,Agency B,G,Agency G,1,Staff,Amirah Kaur,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A066757,6/27/2023,D,Agency D,F,Agency F,2,Lead,Uma Lau,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A067331,7/17/2025,H,Agency H,A,Agency A,3,Assistant Director,Charles Ooi,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A067366,12/24/2024,F,Agency F,C,Agency C,2,Lead,Yusuf Lin,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A067769,12/31/2024,B,Agency B,A,Agency A,1,Staff,Fiona Kwek,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A070514,7/21/2025,D,Agency D,G,Agency G,2,Lead,Eugene Martinez,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A070611,11/12/2024,F,Agency F,G,Agency G,1,Staff,Wendy Yap,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A070923,1/11/2023,C,Agency C,B,Agency B,1,Staff,Rui Kaur,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A071588,3/17/2024,D,Agency D,A,Agency A,2,Lead,Yvonne Chee,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A073613,12/16/2025,A,Agency A,G,Agency G,2,Lead,Priya Leong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073661,8/2/2023,B,Agency B,C,Agency C,1,Staff,Deborah Kwek,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A000498,8/21/2025,D,Agency D,G,Agency G,1,Staff,Calvin Koh,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A000570,1/4/2026,C,Agency C,A,Agency A,1,Staff,James Chua,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A001492,7/16/2022,B,Agency B,C,Agency C,1,Staff,Jun Chua,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A002515,7/18/2023,A,Agency A,C,Agency C,1,Staff,Hannah Yusof,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A006179,5/25/2022,D,Agency D,B,Agency B,1,Staff,Xena Kwek,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A007074,10/16/2023,D,Agency D,F,Agency F,1,Staff,Ignatius Heng,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A008003,11/2/2022,B,Agency B,D,Agency D,1,Staff,Priya Ismail,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A008116,9/8/2025,B,Agency B,C,Agency C,1,Staff,Rizal Jones,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A010213,5/30/2024,D,Agency D,B,Agency B,1,Staff,Kevin Martinez,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A016022,2/3/2024,H,Agency H,B,Agency B,1,Staff,Fiona Heng,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A016637,3/19/2025,B,Agency B,C,Agency C,1,Staff,Marcus Abdullah,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A020229,12/18/2025,A,Agency A,C,Agency C,2,Lead,Gerald Phua,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A020652,11/18/2025,B,Agency B,F,Agency F,1,Staff,Ivan Ong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A021778,12/1/2023,D,Agency D,B,Agency B,1,Staff,Deborah Rajan,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A021835,1/5/2025,A,Agency A,C,Agency C,1,Staff,Vanessa Tan,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A023117,7/9/2022,B,Agency B,H,Agency H,2,Lead,Farah Yap,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A023412,5/26/2022,F,Agency F,B,Agency B,1,Staff,Deepa Chua,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A023789,5/23/2025,A,Agency A,H,Agency H,4,Deputy Director,Brenda Wilson,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A023805,10/4/2021,D,Agency D,G,Agency G,1,Staff,Samuel Heng,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A025698,10/8/2025,B,Agency B,A,Agency A,2,Lead,Thomas Ho,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A027692,5/24/2025,F,Agency F,H,Agency H,2,Lead,Ling Khoo,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A028808,3/1/2025,D,Agency D,H,Agency H,3,Assistant Director,Charles Poh,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A029572,6/19/2025,B,Agency B,D,Agency D,1,Staff,Brenda Phua,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A031228,8/11/2025,A,Agency A,F,Agency F,1,Staff,Frank Ismail,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A036538,12/23/2025,D,Agency D,H,Agency H,1,Staff,Uma Teo,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A037479,7/2/2023,C,Agency C,H,Agency H,1,Staff,Alice Smith,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A037682,12/18/2023,A,Agency A,H,Agency H,1,Staff,Amirah Ong,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A038749,5/30/2023,F,Agency F,A,Agency A,1,Staff,Quinn Kaur,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A039409,5/5/2023,B,Agency B,H,Agency H,1,Staff,Frank Lee,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A040755,8/14/2022,A,Agency A,H,Agency H,1,Staff,Wayne Ahmad,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A043142,10/21/2023,D,Agency D,H,Agency H,1,Staff,Nina Chia,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A045614,9/9/2023,F,Agency F,H,Agency H,1,Staff,Jun Chua,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A046047,10/25/2025,B,Agency B,G,Agency G,1,Staff,Hannah Beh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A046572,12/31/2021,A,Agency A,C,Agency C,1,Staff,David Foo,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A048633,3/15/2025,G,Agency G,A,Agency A,1,Staff,Benjamin Tay,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A048956,3/29/2022,C,Agency C,B,Agency B,1,Staff,Amirah Reddy,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A049209,5/1/2025,F,Agency F,B,Agency B,3,Assistant Director,Quentin Goh,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A049624,8/6/2024,C,Agency C,G,Agency G,2,Lead,Winifred Ho,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A051068,12/24/2025,A,Agency A,C,Agency C,1,Staff,Samuel Singh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A051789,8/14/2025,A,Agency A,G,Agency G,1,Staff,Vincent Heng,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A053133,6/27/2024,A,Agency A,B,Agency B,5,Director,Rohit Phua,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A053612,12/24/2025,C,Agency C,D,Agency D,1,Staff,Karen Martinez,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A053707,10/3/2022,D,Agency D,A,Agency A,1,Staff,Preethi Zhang,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A054525,5/8/2022,F,Agency F,G,Agency G,2,Lead,Florence Loh,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A055859,9/13/2024,D,Agency D,C,Agency C,1,Staff,Rachel Phua,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A055938,12/20/2025,C,Agency C,H,Agency H,2,Lead,Quinn Chan,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A057273,3/15/2024,B,Agency B,D,Agency D,1,Staff,Zara Wilson,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A058210,5/18/2025,D,Agency D,H,Agency H,1,Staff,Frank Chen,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A059528,1/8/2024,H,Agency H,C,Agency C,4,Deputy Director,Ulric Yeo,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A059689,9/18/2025,H,Agency H,B,Agency B,1,Staff,Tina Chong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A060095,10/16/2025,C,Agency C,G,Agency G,1,Staff,Aaron Pillai,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A060195,11/5/2025,F,Agency F,H,Agency H,1,Staff,Mei Foo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A060978,12/31/2025,D,Agency D,F,Agency F,1,Staff,Sophia Lim,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A061007,10/30/2025,A,Agency A,G,Agency G,1,Staff,Linda Ibrahim,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A061358,7/28/2025,B,Agency B,F,Agency F,1,Staff,Ying Fong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A061401,6/21/2024,H,Agency H,B,Agency B,3,Assistant Director,Alice Chan,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A061647,3/9/2023,C,Agency C,D,Agency D,5,Director,Jing Ong,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A061675,11/22/2023,B,Agency B,H,Agency H,2,Lead,Jun Garcia,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A062846,7/28/2025,H,Agency H,G,Agency G,1,Staff,Diana Abdullah,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A063454,1/1/2026,A,Agency A,H,Agency H,3,Assistant Director,Ying Tan,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A064242,11/23/2025,A,Agency A,F,Agency F,1,Staff,David Hassan,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A064737,3/31/2024,C,Agency C,A,Agency A,3,Assistant Director,Fang Loh,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A065378,6/29/2025,B,Agency B,A,Agency A,1,Staff,Michael Zhang,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A067803,5/23/2025,F,Agency F,C,Agency C,1,Staff,Kai Nair,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A070701,1/14/2025,F,Agency F,C,Agency C,2,Lead,Suresh Ooi,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A070760,10/6/2024,A,Agency A,F,Agency F,3,Assistant Director,Charles Fong,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A073005,12/10/2025,D,Agency D,B,Agency B,1,Staff,Kavitha Foo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A000391,1/5/2026,A,Agency A,H,Agency H,3,Assistant Director,Suresh Rajan,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A001156,11/2/2022,A,Agency A,G,Agency G,1,Staff,Sophia Abdullah,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A001674,11/29/2025,A,Agency A,C,Agency C,1,Staff,Grace Chong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A005795,10/13/2025,B,Agency B,F,Agency F,4,Deputy Director,Fiona Liu,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A009548,1/13/2024,B,Agency B,D,Agency D,4,Deputy Director,Wayne Rahman,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A011563,6/13/2021,A,Agency A,D,Agency D,1,Staff,Hua Chua,SYSTEM A,1,2021,2,2026-03-27T07:12:24.498Z
A012802,6/11/2024,B,Agency B,A,Agency A,5,Director,Rohit Chia,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A013794,2/21/2025,C,Agency C,F,Agency F,1,Staff,Tina Williams,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A014810,12/16/2025,A,Agency A,H,Agency H,3,Assistant Director,Aaron Yusof,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A017004,12/30/2024,D,Agency D,C,Agency C,2,Lead,Yvonne Williams,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A020541,1/4/2024,A,Agency A,G,Agency G,3,Assistant Director,Irene Mok,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A021695,2/4/2025,F,Agency F,A,Agency A,2,Lead,Nathan Singh,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A022499,2/2/2025,A,Agency A,F,Agency F,0,Others,Teresa Chong,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A022817,8/21/2024,C,Agency C,H,Agency H,1,Staff,Winifred Fong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A024409,11/13/2023,B,Agency B,H,Agency H,3,Assistant Director,Yi Khoo,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A024868,2/11/2023,C,Agency C,G,Agency G,1,Staff,Nathan Ho,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A024951,6/23/2022,B,Agency B,C,Agency C,1,Staff,Steven Phua,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A024982,8/25/2023,B,Agency B,H,Agency H,1,Staff,Ramesh Liang,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A025089,2/26/2024,D,Agency D,G,Agency G,1,Staff,Tina Lim,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A025676,3/12/2024,A,Agency A,G,Agency G,3,Assistant Director,Olivia Ooi,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
