employee_id,exit_date,employee_name,hire_date,gender,employment_type,agency_code,agency_name,job_grade_id,job_grade_name,exit_reason,source_system,tenure_months,is_voluntary,exit_year,exit_quarter,exit_month,gold_ts
A065080,11/26/2025,Yvonne Garcia,12/28/2023,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,22.93548387,1,2025,4,11,2026-03-27T07:12:20.414Z
A065445,6/30/2025,Ling Chia,7/23/2024,F,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,11.22580645,1,2025,2,6,2026-03-27T07:12:20.414Z
A066326,7/29/2025,Wei Tay,5/31/2023,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,25.93548387,1,2025,3,7,2026-03-27T07:12:20.414Z
A066747,12/22/2025,Arun Pillai,10/17/2022,M,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,38.16129032,1,2025,4,12,2026-03-27T07:12:20.414Z
A067624,1/6/2023,Mei Malik,2/19/2022,M,ACTIVE,D,Agency D,3,Assistant Director,Personal,SYSTEM B,10.58064516,1,2023,1,1,2026-03-27T07:12:20.414Z
A068640,12/7/2025,Rachel Rajan,4/17/2025,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,7.67741935,1,2025,4,12,2026-03-27T07:12:20.414Z
A069032,11/22/2022,Rizal Ismail,5/27/2021,F,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,17.83870968,1,2022,4,11,2026-03-27T07:12:20.414Z
A069604,1/20/2026,Charles Kwong,7/23/2022,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,41.90322581,1,2026,1,1,2026-03-27T07:12:20.414Z
A070449,1/13/2026,Jun Ho,8/14/2024,F,ACTIVE,F,Agency F,4,Deputy Director,Better Opportunity,SYSTEM B,16.96774194,1,2026,1,1,2026-03-27T07:12:20.414Z
A071161,12/10/2025,Vishal Chen,8/13/2025,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,3.90322581,1,2025,4,12,2026-03-27T07:12:20.414Z
A071357,8/22/2022,Uma Heng,6/29/2021,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,13.77419355,1,2022,3,8,2026-03-27T07:12:20.414Z
A072077,12/19/2023,Lily Huang,4/3/2023,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,8.51612903,1,2023,4,12,2026-03-27T07:12:20.414Z
A073684,10/4/2025,Mei Lin,10/29/2024,M,ACTIVE,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM B,11.19354839,1,2025,4,10,2026-03-27T07:12:20.414Z
A000681,7/19/2025,Nina Goh,9/15/2023,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,22.12903226,1,2025,3,7,2026-03-27T07:12:20.414Z
A002766,8/6/2023,Quentin Abdullah,1/21/2022,F,C,B,Agency B,1,Staff,Personal,SYSTEM A,18.51612903,1,2023,3,8,2026-03-27T07:12:20.414Z
A003277,1/19/2022,Florence Ho,1/8/2021,F,C,D,Agency D,1,Staff,Personal,SYSTEM A,12.35483871,1,2022,1,1,2026-03-27T07:12:20.414Z
A003944,11/15/2023,Priya Ong,7/14/2022,M,0,G,Agency G,2,Lead,Better Opportunity,SYSTEM A,16.03225806,1,2023,4,11,2026-03-27T07:12:20.414Z
A005706,1/18/2025,Sophia Kwek,11/10/2023,M,P,C,Agency C,5,Director,Personal,SYSTEM A,14.25806452,1,2025,1,1,2026-03-27T07:12:20.414Z
A006527,7/9/2025,Kai Anderson,10/17/2023,F,P,C,Agency C,1,Staff,Personal,SYSTEM A,20.74193548,1,2025,3,7,2026-03-27T07:12:20.414Z
A007366,12/12/2024,James Mohamed,9/26/2024,M,P,A,Agency A,4,Deputy Director,Personal,SYSTEM A,2.5483871,1,2024,4,12,2026-03-27T07:12:20.414Z
A007478,2/26/2022,Suresh Liang,7/1/2021,F,P,A,Agency A,2,Lead,Personal,SYSTEM A,7.80645161,1,2022,1,2,2026-03-27T07:12:20.414Z
A008756,12/25/2024,Meena Tan,11/27/2023,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,12.93548387,1,2024,4,12,2026-03-27T07:12:20.414Z
A010311,2/8/2024,Meena Tan,8/6/2022,F,P,B,Agency B,2,Lead,Personal,SYSTEM A,18.06451613,1,2024,1,2,2026-03-27T07:12:20.414Z
A011946,4/3/2024,Kenneth Yang,10/15/2021,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,29.61290323,1,2024,2,4,2026-03-27T07:12:20.414Z
A013997,12/9/2023,Wei Soh,8/1/2021,M,P,F,Agency F,1,Staff,Personal,SYSTEM A,28.25806452,1,2023,4,12,2026-03-27T07:12:20.414Z
A014306,8/31/2024,Linda Lau,3/9/2024,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,5.70967742,1,2024,3,8,2026-03-27T07:12:20.414Z
A014836,4/11/2024,Ulric Lin,11/8/2023,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,5.09677419,1,2024,2,4,2026-03-27T07:12:20.414Z
A014967,9/11/2024,Ying Chen,1/6/2024,F,C,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,8.16129032,1,2024,3,9,2026-03-27T07:12:20.414Z
A015666,5/27/2025,Ying Anderson,11/10/2023,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,18.5483871,1,2025,2,5,2026-03-27T07:12:20.414Z
A016177,10/31/2025,Zachary Fong,1/25/2025,F,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,9.19354839,1,2025,4,10,2026-03-27T07:12:20.414Z
A017459,1/7/2026,Kenneth Nair,9/12/2025,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,3.83870968,1,2026,1,1,2026-03-27T07:12:20.414Z
A018864,1/19/2026,Tina Sim,4/23/2023,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,32.87096774,1,2026,1,1,2026-03-27T07:12:20.414Z
A019270,1/25/2026,Mei Chew,11/22/2024,F,C,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM A,14.09677419,1,2026,1,1,2026-03-27T07:12:20.414Z
A020827,12/31/2025,Arun Yusof,2/2/2025,M,P,F,Agency F,3,Assistant Director,Better Opportunity,SYSTEM A,10.93548387,1,2025,4,12,2026-03-27T07:12:20.414Z
A021786,7/14/2024,Julia Ng,8/29/2023,M,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,10.51612903,1,2024,3,7,2026-03-27T07:12:20.414Z
A022709,11/4/2025,Wei Yusof,6/22/2025,F,C,A,Agency A,1,Staff,Personal,SYSTEM A,4.41935484,1,2025,4,11,2026-03-27T07:12:20.414Z
A023205,1/13/2023,Quinn Huang,10/4/2022,F,P,C,Agency C,1,Staff,Personal,SYSTEM A,3.29032258,1,2023,1,1,2026-03-27T07:12:20.414Z
A023416,1/2/2026,Linda Yusof,6/29/2023,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,30.12903226,1,2026,1,1,2026-03-27T07:12:20.414Z
A024845,3/28/2025,Charles Sharma,12/13/2023,F,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,15.48387097,1,2025,1,3,2026-03-27T07:12:20.414Z
A025654,8/31/2025,Uma Poh,3/25/2025,M,P,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,5.19354839,1,2025,3,8,2026-03-27T07:12:20.414Z
A027280,1/30/2026,Fiona Zhao,10/8/2025,M,P,H,Agency H,2,Lead,Personal,SYSTEM A,3.70967742,1,2026,1,1,2026-03-27T07:12:20.414Z
A027744,6/19/2026,Helena Abdullah,7/25/2023,M,P,A,Agency A,5,Director,Personal,SYSTEM A,34.80645161,1,2026,2,6,2026-03-27T07:12:20.414Z
A028599,3/15/2025,Siti Ismail,2/4/2024,F,P,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,13.35483871,1,2025,1,3,2026-03-27T07:12:20.414Z
A029373,11/18/2023,Kevin Loh,5/13/2021,M,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,30.16129032,1,2023,4,11,2026-03-27T07:12:20.414Z
A030326,1/21/2026,Betty Ibrahim,2/20/2025,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,11.03225806,1,2026,1,1,2026-03-27T07:12:20.414Z
A031604,6/5/2026,Hannah Martinez,12/21/2025,M,C,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,5.48387097,1,2026,2,6,2026-03-27T07:12:20.414Z
A033417,1/5/2025,Jun Singh,10/30/2024,M,P,C,Agency C,2,Lead,Better Opportunity,SYSTEM A,2.19354839,1,2025,1,1,2026-03-27T07:12:20.414Z
A034483,11/9/2022,Vincent Chew,4/4/2021,F,P,D,Agency D,1,Staff,Personal,SYSTEM A,19.16129032,1,2022,4,11,2026-03-27T07:12:20.414Z
A035461,4/26/2022,Siti Jones,2/6/2021,M,T,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,14.64516129,1,2022,2,4,2026-03-27T07:12:20.414Z
A036861,4/23/2023,Xena Abdullah,3/3/2021,M,P,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,25.64516129,1,2023,2,4,2026-03-27T07:12:20.414Z
A037635,1/16/2026,Rizal Smith,1/16/2025,M,P,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,12,1,2026,1,1,2026-03-27T07:12:20.414Z
A039433,6/18/2025,Xena Lau,8/24/2024,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,9.80645161,1,2025,2,6,2026-03-27T07:12:20.414Z
A040294,1/4/2026,Mei Johnson,6/7/2025,F,T,B,Agency B,1,Staff,Termination,SYSTEM A,6.90322581,0,2026,1,1,2026-03-27T07:12:20.414Z
A040601,12/14/2025,Frank Liang,7/28/2025,M,P,B,Agency B,3,Assistant Director,Personal,SYSTEM A,4.5483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A040608,5/12/2025,Noor Ng,10/2/2024,M,P,B,Agency B,2,Lead,Personal,SYSTEM A,7.32258065,1,2025,2,5,2026-03-27T07:12:20.414Z
A045302,2/13/2025,Noor Brown,12/5/2024,M,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,2.25806452,1,2025,1,2,2026-03-27T07:12:20.414Z
A045797,1/28/2026,Clara Kumar,10/23/2024,M,T,F,Agency F,3,Assistant Director,Better Opportunity,SYSTEM A,15.16129032,1,2026,1,1,2026-03-27T07:12:20.414Z
A047011,5/22/2025,Yvonne Goh,12/14/2024,F,P,C,Agency C,1,Staff,Personal,SYSTEM A,5.25806452,1,2025,2,5,2026-03-27T07:12:20.414Z
A047199,3/1/2024,Yusuf Ho,7/3/2023,M,P,A,Agency A,2,Lead,Personal,SYSTEM A,7.93548387,1,2024,1,3,2026-03-27T07:12:20.414Z
A047782,1/26/2026,Lily Low,7/4/2024,F,P,G,Agency G,1,Staff,Personal,SYSTEM A,18.70967742,1,2026,1,1,2026-03-27T07:12:20.414Z
A047994,5/22/2024,Kenneth Hassan,12/27/2023,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,4.83870968,1,2024,2,5,2026-03-27T07:12:20.414Z
A049883,12/27/2023,David Sim,4/17/2021,F,ACTIVE,D,Agency D,4,Deputy Director,Better Opportunity,SYSTEM B,32.32258065,1,2023,4,12,2026-03-27T07:12:20.414Z
A050233,11/1/2023,Gerald Koh,5/29/2022,F,ACTIVE,C,Agency C,2,Lead,Better Opportunity,SYSTEM B,17.09677419,1,2023,4,11,2026-03-27T07:12:20.414Z
A050359,1/21/2022,Ling Williams,8/11/2021,M,ACTIVE,F,Agency F,2,Lead,Better Opportunity,SYSTEM B,5.32258065,1,2022,1,1,2026-03-27T07:12:20.414Z
A050608,1/28/2025,Karen Lim,11/3/2022,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,26.80645161,1,2025,1,1,2026-03-27T07:12:20.414Z
A050716,1/10/2023,Uma Kumar,12/28/2021,M,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,12.41935484,0,2023,1,1,2026-03-27T07:12:20.414Z
A052074,12/15/2025,Sunita Garcia,11/16/2024,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,12.96774194,1,2025,4,12,2026-03-27T07:12:20.414Z
A052191,11/23/2022,Yusuf Malik,6/15/2022,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,5.25806452,1,2022,4,11,2026-03-27T07:12:20.414Z
A052439,8/8/2025,Meena Garcia,1/1/2023,M,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,31.22580645,1,2025,3,8,2026-03-27T07:12:20.414Z
A052585,10/21/2024,Olivia Wee,11/29/2021,M,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,34.74193548,1,2024,4,10,2026-03-27T07:12:20.414Z
A053344,12/14/2025,Ramesh Davis,10/3/2025,F,ACTIVE,C,Agency C,3,Assistant Director,Personal,SYSTEM B,2.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A053873,2/9/2022,Samuel Mohamed,6/16/2021,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,7.77419355,1,2022,1,2,2026-03-27T07:12:20.414Z
A053876,1/25/2026,Noor Mohamed,7/31/2025,F,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,5.80645161,1,2026,1,1,2026-03-27T07:12:20.414Z
A054029,3/25/2023,Eugene Beh,11/10/2021,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,16.48387097,1,2023,1,3,2026-03-27T07:12:20.414Z
A054922,8/6/2024,Zara Nair,5/24/2024,F,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,2.41935484,1,2024,3,8,2026-03-27T07:12:20.414Z
A055588,2/22/2024,Tina Sim,8/2/2021,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,30.64516129,1,2024,1,2,2026-03-27T07:12:20.414Z
A056264,1/16/2025,Ling Rajan,9/27/2022,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,27.64516129,1,2025,1,1,2026-03-27T07:12:20.414Z
A056410,3/24/2025,Arjun Loh,4/8/2024,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,11.51612903,1,2025,1,3,2026-03-27T07:12:20.414Z
A056764,12/18/2023,Gerald Wilson,12/10/2022,F,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,12.25806452,0,2023,4,12,2026-03-27T07:12:20.414Z
A056855,9/30/2025,Julia Chia,12/28/2024,M,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,9.06451613,1,2025,3,9,2026-03-27T07:12:20.414Z
A057989,8/4/2025,Ramesh Foo,7/27/2022,F,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,36.25806452,1,2025,3,8,2026-03-27T07:12:20.414Z
A058197,5/1/2025,Benjamin Heng,1/31/2025,M,ACTIVE,H,Agency H,4,Deputy Director,Better Opportunity,SYSTEM B,3.03225806,1,2025,2,5,2026-03-27T07:12:20.414Z
A058664,1/1/2024,Kenneth Ho,8/28/2022,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,16.12903226,1,2024,1,1,2026-03-27T07:12:20.414Z
A058736,6/15/2024,Hannah Wu,4/11/2024,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,2.12903226,1,2024,2,6,2026-03-27T07:12:20.414Z
A059218,12/13/2023,Xavier Wong,3/21/2021,F,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,32.74193548,1,2023,4,12,2026-03-27T07:12:20.414Z
A059697,10/19/2023,Helena Rajan,9/7/2022,M,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,13.38709677,1,2023,4,10,2026-03-27T07:12:20.414Z
A059734,4/13/2024,Nina Lim,12/24/2023,F,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,3.64516129,1,2024,2,4,2026-03-27T07:12:20.414Z
A060642,4/21/2024,Quinn Huang,9/3/2021,F,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,31.58064516,1,2024,2,4,2026-03-27T07:12:20.414Z
A061232,9/4/2025,Vincent Singh,6/27/2025,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,2.25806452,1,2025,3,9,2026-03-27T07:12:20.414Z
A061600,11/16/2025,Xerxes Soh,11/19/2024,M,ACTIVE,A,Agency A,5,Director,Better Opportunity,SYSTEM B,11.90322581,1,2025,4,11,2026-03-27T07:12:20.414Z
A062135,1/11/2023,Farah Kwong,3/11/2021,F,ACTIVE,D,Agency D,2,Lead,Termination,SYSTEM B,22,0,2023,1,1,2026-03-27T07:12:20.414Z
A062351,5/16/2024,Wei Chee,1/15/2024,M,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,4.03225806,1,2024,2,5,2026-03-27T07:12:20.414Z
A062485,8/22/2023,Suresh Tan,7/15/2021,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,25.22580645,1,2023,3,8,2026-03-27T07:12:20.414Z
A062991,4/21/2025,Helena Ho,11/21/2024,M,ACTIVE,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM B,5,1,2025,2,4,2026-03-27T07:12:20.414Z
A063643,4/23/2024,Arjun Malik,10/29/2021,M,ACTIVE,D,Agency D,2,Lead,Personal,SYSTEM B,29.80645161,1,2024,2,4,2026-03-27T07:12:20.414Z
A064024,9/16/2025,Julia Rahman,5/9/2025,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,4.22580645,1,2025,3,9,2026-03-27T07:12:20.414Z
A065440,11/17/2025,Rachel Quek,5/23/2025,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,5.80645161,1,2025,4,11,2026-03-27T07:12:20.414Z
A065622,6/28/2024,Sophia Yap,11/20/2023,F,ACTIVE,A,Agency A,1,Staff,Termination,SYSTEM B,7.25806452,0,2024,2,6,2026-03-27T07:12:20.414Z
A065768,9/27/2025,Frank Zhang,7/29/2023,F,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,25.93548387,1,2025,3,9,2026-03-27T07:12:20.414Z
A065997,5/20/2025,Jun Yap,7/17/2023,M,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,22.09677419,1,2025,2,5,2026-03-27T07:12:20.414Z
A066207,1/24/2022,Tina Low,6/10/2021,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,7.4516129,1,2022,1,1,2026-03-27T07:12:20.414Z
A066960,2/5/2024,Helena Huang,3/2/2022,F,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,23.09677419,1,2024,1,2,2026-03-27T07:12:20.414Z
A067867,5/9/2025,Omar Leong,9/2/2024,M,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,8.22580645,1,2025,2,5,2026-03-27T07:12:20.414Z
A068865,1/8/2025,Jing Ahmad,9/25/2023,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,15.4516129,1,2025,1,1,2026-03-27T07:12:20.414Z
A068943,10/19/2025,Kenneth Yusof,11/6/2024,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,11.41935484,1,2025,4,10,2026-03-27T07:12:20.414Z
A069391,10/2/2025,Zachary Anderson,6/14/2025,F,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,3.61290323,1,2025,4,10,2026-03-27T07:12:20.414Z
A069875,8/1/2025,Xena Chen,5/28/2025,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,2.12903226,1,2025,3,8,2026-03-27T07:12:20.414Z
A070265,5/13/2025,Jasmine Yusof,12/25/2024,M,ACTIVE,B,Agency B,2,Lead,Better Opportunity,SYSTEM B,4.61290323,1,2025,2,5,2026-03-27T07:12:20.414Z
A070385,12/30/2025,Jun Chee,1/18/2025,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,11.38709677,1,2025,4,12,2026-03-27T07:12:20.414Z
A071828,11/27/2025,Frank Soh,5/21/2023,F,ACTIVE,D,Agency D,2,Lead,Termination,SYSTEM B,30.19354839,0,2025,4,11,2026-03-27T07:12:20.414Z
A072388,12/12/2024,Uma Heng,2/25/2023,F,ACTIVE,F,Agency F,3,Assistant Director,Better Opportunity,SYSTEM B,21.58064516,1,2024,4,12,2026-03-27T07:12:20.414Z
A072551,8/30/2023,Amirah Yap,6/18/2022,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,14.38709677,1,2023,3,8,2026-03-27T07:12:20.414Z
A072922,12/16/2025,Omar Chia,5/24/2024,M,ACTIVE,A,Agency A,3,Assistant Director,Personal,SYSTEM B,18.74193548,1,2025,4,12,2026-03-27T07:12:20.414Z
A073209,1/7/2026,Olivia Kwong,10/31/2023,F,ACTIVE,H,Agency H,4,Deputy Director,Better Opportunity,SYSTEM B,26.22580645,1,2026,1,1,2026-03-27T07:12:20.414Z
A073637,2/4/2026,Rohit Ismail,12/30/2024,F,ACTIVE,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM B,13.16129032,1,2026,1,2,2026-03-27T07:12:20.414Z
A000950,8/1/2023,Fang Pillai,7/13/2021,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,24.61290323,1,2023,3,8,2026-03-27T07:12:20.414Z
A005400,1/26/2026,Andre Low,11/26/2025,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,2,1,2026,1,1,2026-03-27T07:12:20.414Z
A005470,1/20/2023,Zhen Tan,4/5/2022,F,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,9.48387097,1,2023,1,1,2026-03-27T07:12:20.414Z
A005585,3/20/2023,Hua Poh,9/19/2022,F,P,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM A,6.03225806,1,2023,1,3,2026-03-27T07:12:20.414Z
A006169,11/7/2023,Tina Low,6/24/2022,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,16.4516129,1,2023,4,11,2026-03-27T07:12:20.414Z
A006653,12/30/2025,Peter Chee,7/18/2025,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,5.38709677,1,2025,4,12,2026-03-27T07:12:20.414Z
A008592,8/5/2023,Hafiz Ibrahim,6/12/2021,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,25.77419355,1,2023,3,8,2026-03-27T07:12:20.414Z
A009154,4/3/2022,Ignatius Poh,1/14/2021,F,P,B,Agency B,2,Lead,Personal,SYSTEM A,14.64516129,1,2022,2,4,2026-03-27T07:12:20.414Z
A010576,2/4/2026,Henry Tay,12/5/2025,F,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,1.96774194,1,2026,1,2,2026-03-27T07:12:20.414Z
A010810,1/27/2024,Brenda Fong,12/16/2021,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,25.35483871,1,2024,1,1,2026-03-27T07:12:20.414Z
A012714,8/14/2024,Julia Pillai,3/15/2023,F,P,C,Agency C,1,Staff,Personal,SYSTEM A,16.96774194,1,2024,3,8,2026-03-27T07:12:20.414Z
A013878,9/17/2025,Omar Fong,12/27/2022,M,P,A,Agency A,3,Assistant Director,Personal,SYSTEM A,32.67741935,1,2025,3,9,2026-03-27T07:12:20.414Z
A013941,3/2/2026,David Teo,12/21/2025,M,P,H,Agency H,1,Staff,Personal,SYSTEM A,2.38709677,1,2026,1,3,2026-03-27T07:12:20.414Z
A014649,1/25/2026,Marcus Poh,6/24/2024,M,T,B,Agency B,2,Lead,Personal,SYSTEM A,19.03225806,1,2026,1,1,2026-03-27T07:12:20.414Z
A017097,12/26/2025,Wei Yusof,6/10/2024,F,C,D,Agency D,5,Director,Better Opportunity,SYSTEM A,18.51612903,1,2025,4,12,2026-03-27T07:12:20.414Z
A017119,1/31/2026,Ling Hassan,11/17/2025,M,P,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,2.4516129,1,2026,1,1,2026-03-27T07:12:20.414Z
A019947,11/27/2025,Ramesh Lim,4/4/2025,F,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,7.74193548,1,2025,4,11,2026-03-27T07:12:20.414Z
A020050,9/15/2022,Jasmine Khoo,1/20/2022,M,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,7.83870968,1,2022,3,9,2026-03-27T07:12:20.414Z
A020693,3/1/2022,Edward Chia,12/26/2021,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,2.19354839,1,2022,1,3,2026-03-27T07:12:20.414Z
A022088,2/13/2023,Linda Chan,4/8/2022,M,P,F,Agency F,2,Lead,Personal,SYSTEM A,10.16129032,1,2023,1,2,2026-03-27T07:12:20.414Z
A022644,11/16/2024,Alice Low,9/9/2024,F,C,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,2.22580645,1,2024,4,11,2026-03-27T07:12:20.414Z
A022844,7/18/2025,Mei Sim,1/10/2024,F,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,18.25806452,1,2025,3,7,2026-03-27T07:12:20.414Z
A023161,6/15/2025,Pooja Mohamed,4/5/2023,M,P,F,Agency F,5,Director,Personal,SYSTEM A,26.32258065,1,2025,2,6,2026-03-27T07:12:20.414Z
A023978,1/29/2026,Brenda Kwong,5/24/2023,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,32.16129032,1,2026,1,1,2026-03-27T07:12:20.414Z
A026078,12/4/2025,Victor Lin,5/24/2025,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,6.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A026793,8/26/2024,Suresh Kumar,1/6/2024,F,P,D,Agency D,2,Lead,Personal,SYSTEM A,7.64516129,1,2024,3,8,2026-03-27T07:12:20.414Z
A028293,1/3/2026,Teresa Reddy,2/1/2025,M,C,C,Agency C,3,Assistant Director,Better Opportunity,SYSTEM A,11.06451613,1,2026,1,1,2026-03-27T07:12:20.414Z
A030300,12/7/2024,Julia Leong,4/29/2024,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,7.29032258,1,2024,4,12,2026-03-27T07:12:20.414Z
A032835,10/25/2024,Calvin Nair,4/13/2024,F,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,6.38709677,1,2024,4,10,2026-03-27T07:12:20.414Z
A034539,3/20/2022,Yvonne Wong,8/15/2021,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,7.16129032,1,2022,1,3,2026-03-27T07:12:20.414Z
A034547,7/18/2024,Kenneth Ismail,1/20/2022,M,C,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,29.93548387,1,2024,3,7,2026-03-27T07:12:20.414Z
A035056,6/13/2023,Yvonne Garcia,4/5/2023,F,P,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM A,2.25806452,1,2023,2,6,2026-03-27T07:12:20.414Z
A035267,1/20/2026,Brenda Wong,11/3/2025,F,C,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,2.5483871,1,2026,1,1,2026-03-27T07:12:20.414Z
A035729,2/2/2026,Fiona Lim,11/9/2025,F,P,F,Agency F,1,Staff,Personal,SYSTEM A,2.77419355,1,2026,1,2,2026-03-27T07:12:20.414Z
A036075,3/29/2024,Diana Ng,9/24/2021,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,30.16129032,1,2024,1,3,2026-03-27T07:12:20.414Z
A037516,2/28/2025,Xena Lin,6/29/2022,F,P,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM A,31.96774194,1,2025,1,2,2026-03-27T07:12:20.414Z
